Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1997-08-07,14:41:00,Space Shuttle Discovery,STS-85,Retired,450,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997-08-08,06:46:00,Ariane 44P,Panamsat-6,Retired,,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",1997-08-19,17:50:00,Long March 3B,Agila-2,Retired,,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1997-08-21,00:38:00,Delta II 7920-10C,MS-3,Retired,,Success
Lockheed,"SLC-6, Vandenberg AFB, California, USA",1997-08-23,06:51:00,Athena I,Lewis,Retired,,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1997-08-25,14:39:00,Delta II 7920-8,Advanced Composition Explorer,Retired,,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",1997-08-29,15:02:00,Pegasus XL,FORTE,Active,40,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",1997-09-01,14:00:00,Long March 2C,Iridium mass simulator A&B,Active,30.8,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997-09-02,22:21:00,Ariane 44LP,"Hot Bird 3, Meteosat 7",Retired,,Success
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1997-09-04,12:03:00,Atlas IIAS,GE-3,Retired,,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1997-09-23,16:44:00,Cosmos-3M (11K65M),Cosmos 2346 & FAISAT-2V,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997-09-23,23:58:00,Ariane 44LP,Intelsat 803,Retired,,Success
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1997-09-24,21:30:00,Molniya-M /Block ML,Molniya-1T n†­166,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1997-09-25,14:34:00,Space Shuttle Atlantis,STS-86,Retired,450,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1997-09-27,01:23:00,Delta II 7920-10C,MS-4,Retired,,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",1997-09-29,10:20:00,PSLV-G,IRS-1D,Retired,25,Partial Failure
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1997-10-05,21:01:00,Atlas IIAS,Echostar 3,Retired,,Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",1997-10-15,08:43:00,Titan IV(401)B,Cassini???Huygens,Retired,,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",1997-10-16,19:13:00,Long March 3B,Apstar 2R,Retired,,Success
Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA",1997-10-22,13:13:00,Pegasus XL,STEP-4,Active,40,Success
Lockheed,"SLC-4E, Vandenberg AFB, California, USA",1997-10-24,02:32:00,Titan IV(403)A,NROL-3 (Lacrosse),Retired,,Success
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",1997-10-25,00:46:00,Atlas IIA,DSCS IIIB-13,Retired,,Success
ESA,"ELA-3, Guiana Space Centre, French Guiana, France",1997-10-30,13:43:00,Ariane 5 G,"MaqSat-H, TEAMSAT, MaqSat-B, YES",Retired,,Partial Failure
AEB,"VLS Pad, Alc�ntara Launch Center, Maranh�o, Brazil",1997-11-02,,VLS-1,SCD-2A,Retired,,Failure
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1997-11-06,00:30:00,Delta II 7925,USA-134 (GPS IIA-19),Retired,,Success
Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA",1997-11-08,02:05:00,Titan IV(401)A,NROL-4 (Trumpet),Retired,,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1997-11-09,01:34:00,Delta II 7920-10C,MS-5,Retired,,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1997-11-19,19:46:00,Space Shuttle Columbia,STS-87,Retired,450,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",1997-11-27,21:27:00,H-II,TRMM & Orihime/Hikoboshi,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997-12-02,22:52:00,Ariane 44P,"JCSAT-5, Equator S",Retired,,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",1997-12-08,07:16:00,Long March 2C,Iridium 42 & 44,Active,30.8,Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1997-12-08,23:52:00,Atlas IIAS,Galaxy 8i,Retired,,Success
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1997-12-09,07:17:00,Tsyklon-2,Cosmos 2347,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997-12-12,21:48:00,Ariane 44L,"Sirius-2, Cakrawarta-1",Retired,,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1997-12-20,13:16:00,Delta II 7920-10C,MS-6,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997-12-22,00:16:00,Ariane 42L,Intelsat 804,Retired,,Success
Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA",1997-12-23,19:11:00,Pegasus XL/HAPS,Orbcomm A1-A8,Active,40,Success
MITT,"Svobodny Cosmodrome, Russia",1997-12-24,13:32:00,Start-1,Earlybird 1,Active,,Success
ILS,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1997-12-24,23:19:00,Proton K/Block DM-3,PAS-22,Retired,,Partial Failure
Lockheed,"SLC-46, Cape Canaveral AFS, Florida, USA",1998-01-07,02:28:00,Athena II,Lunar Prospector,Retired,,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1998-01-10,00:32:00,Delta II 7925,Skynet 4D,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1998-01-22,02:48:00,Space Shuttle Endeavour,STS-89,Retired,450,Success
IAI,"Pad 1, Palmachim Airbase, Israel",1998-01-22,,Shavit,Ofek-4,Retired,,Failure
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",1998-01-29,18:37:00,Atlas IIA,NROL-5/SDS,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998-02-04,23:29:00,Ariane 44LP,"Brasilsat B3, Inmarsat-3 F5",Retired,,Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA",1998-02-10,13:20:00,Minotaur C (Taurus),GFO & Orbcomm 11 and 12,Active,45,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1998-02-14,14:24:00,Delta II 7420-10C,Globalstar-1,Retired,,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1998-02-18,13:58:00,Delta II 7920-10C,MS-7,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",1998-02-21,07:55:00,H-II,Kakehashi,Retired,,Partial Failure
Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA",1998-02-26,07:07:00,Pegasus XL,SNOE & BATSAT,Active,40,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998-02-27,22:38:00,Ariane 42P,Hot Bird 4,Retired,,Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1998-02-28,00:21:00,Atlas IIAS,Intelsat 806,Retired,,Success
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",1998-03-16,21:32:00,Atlas II,UHF F8,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998-03-24,01:46:00,Ariane 40,SPOT-4,Retired,,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",1998-03-25,17:01:00,Long March 2C,Iridium 51 & 61,Active,30.8,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1998-03-30,06:02:00,Delta II 7920-10C,MS-8,Retired,,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",1998-04-02,16:24:00,Pegasus XL,TRACE,Active,40,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1998-04-17,18:19:00,Space Shuttle Columbia,STS-90,Retired,450,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1998-04-24,22:38:00,Delta II 7920-10C,Globalstar-2,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998-04-28,22:53:00,Ariane 44P,"Nilesat-101, BSAT-1B",Retired,,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",1998-05-02,09:16:00,Long March 2C,Iridium 69 & 71,Active,30.8,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",1998-05-07,08:53:00,Molniya-M /Block 2BL,Cosmos 2351,Retired,,Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",1998-05-09,01:38:00,Titan IV(401)B,NROL-6 (Mentor),Retired,,Success
Lockheed,"SLC-4W, Vandenberg AFB, California, USA",1998-05-13,15:52:00,Titan II(23)G,NOAA-15,Retired,35,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1998-05-17,21:16:00,Delta II 7920-10C,MS-9,Retired,,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",1998-05-30,10:00:00,Long March 3B,ChinaStar 1,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1998-06-02,22:06:00,Space Shuttle Discovery,STS-91,Retired,450,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1998-06-10,00:35:00,Delta II 7925,Thor III,Retired,,Success
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",1998-06-15,22:58:00,Tsyklon-3,Cosmos 2352 to 2357,Retired,,Partial Failure
CASC,"LC-2, Xichang Satellite Launch Center, China",1998-06-18,09:20:00,Long March 3B,SinoSat 1,Retired,,Success
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1998-06-18,22:48:00,Atlas IIAS,Intelsat 805,Retired,,Success
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1998-07-01,00:48:00,Molniya-M /Block ML,Molniya-3 n†­167,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",1998-07-03,18:12:00,Mu-V / M-24,Nozomi,Retired,,Success
SRC,"K-407 Submarine, Barents Sea Launch Area, Barents Sea",1998-07-07,03:15:00,Shtil',Tubsat,Retired,,Success
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1998-07-10,06:30:00,Zenit-2,Resurs-O1 n†­4 & Others,Retired,,Success
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1998-07-28,09:15:00,Zenit-2,Cosmos 2360,Retired,,Success
Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA",1998-08-02,16:24:00,Pegasus XL/HAPS,Orbcomm B1 - B8,Active,40,Success
Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA",1998-08-12,11:30:00,Titan IV(401)A,NROL-7 (Mercury),Retired,,Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1998-08-12,12:53:00,Molniya-M /Block ML,Molniya-1 n†­133,Retired,,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",1998-08-19,23:01:00,Long March 2C,Iridium 76 & 78,Active,30.8,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1998-08-24,12:08:00,Delta II 7920-10C,Deep Space 1,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998-08-25,23:07:00,Ariane 44P,ST-1,Retired,,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1998-08-27,01:17:00,Delta III 8930,Galaxy 10,Retired,,Failure
KCST,"Pad 1, Tonghae Satellite Launching Ground, North Korea",1998-08-31,03:07:00,Taepodong-1,Kwangmyngsng 1,Retired,,Failure
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1998-09-08,21:13:00,Delta II 7920-10C,MS-10,Retired,,Success
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1998-09-09,20:29:00,Zenit-2,Globalstar Satellites,Retired,,Failure
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998-09-16,06:31:00,Ariane 44LP,Panamsat-7,Retired,,Success
Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA",1998-09-23,05:06:00,Pegasus XL/HAPS,Orbcomm C1 - C8,Active,40,Success
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1998-09-28,23:41:00,Molniya-M /Block ML,Molniya-1T n†­168,Retired,,Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA",1998-10-03,10:04:00,Minotaur C (Taurus),STEX (NROL-8),Active,45,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998-10-05,22:51:00,Ariane 44L,"Eutelsat W2, Sirius-3",Retired,,Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1998-10-09,22:50:00,Atlas IIA,Hot Bird 5,Retired,,Success
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",1998-10-20,07:19:00,Atlas IIA,UHF F9,Retired,,Success
ESA,"ELA-3, Guiana Space Centre, French Guiana, France",1998-10-21,16:37:00,Ariane 5 G,MaqSat 3 & ARD,Retired,,Success
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",1998-10-22,00:02:00,Pegasus,SCD-2,Retired,40,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998-10-28,22:15:00,Ariane 44L,"Afristar, GE-5",Retired,,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1998-10-29,19:19:00,Space Shuttle Discovery,STS-95,Retired,450,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1998-11-06,13:37:00,Delta II 7920-10C,MS-11,Retired,,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1998-11-22,23:54:00,Delta II 7925,BONUM-1,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1998-12-04,08:35:00,Space Shuttle Endeavour,STS-88,Retired,450,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998-12-06,00:43:00,Ariane 42L,Satmex 5,Retired,,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",1998-12-06,00:57:00,Pegasus XL,SWAS,Active,40,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1998-12-10,11:57:00,Cosmos-3M (11K65M),Nadiezhda n†­8 & Astrid 2,Retired,,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1998-12-11,18:45:00,Delta II 7425,Mars Climate Orbiter,Retired,,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",1998-12-19,11:39:00,Long March 2C,Iridium 88 & 89,Active,30.8,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1998-12-22,01:08:00,Ariane 42L,Panamsat-6B,Retired,,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1998-12-24,20:02:00,Cosmos-3M (11K65M),Cosmos 2361,Retired,,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1999-01-03,20:21:00,Delta II 7425,Mars Polar Lander,Retired,,Success
Lockheed,"SLC-46, Cape Canaveral AFS, Florida, USA",1999-01-27,00:34:00,Athena I,ROCSAT 1,Retired,,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1999-02-07,21:04:00,Delta II 7426,Stardust,Retired,,Success
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1999-02-16,01:45:00,Atlas IIAS,JCSAT-6,Retired,,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1999-02-23,10:29:00,Delta II 7920-10,"ARGOS (P91-1 ARGOS), ?örsted and SUNSAT",Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-02-26,22:44:00,Ariane 44L,"Arabsat-3A, Skynet 4E",Retired,,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",1999-03-05,02:56:00,Pegasus XL,WIRE,Active,40,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",1999-03-28,,Zenit-3 SL,DemoSat,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-04-02,22:03:00,Ariane 42P,Insat-2E,Retired,,Success
Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA",1999-04-09,17:01:00,Titan IV(402)B,DSP,Retired,,Failure
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1999-04-12,22:50:00,Atlas IIAS,Eutelsat W3,Retired,,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA",1999-04-15,18:32:00,Delta II 7920-10,Landsat 7,Retired,,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",1999-04-21,,Dnepr,UoSat 12,Retired,29,Success
Lockheed,"SLC-6, Vandenberg AFB, California, USA",1999-04-27,18:22:00,Athena II,Ikonos,Retired,,Failure
VKS RF,"Site 107/1, Kapustin Yar, Russia",1999-04-28,,Cosmos-3M (11K65M),ABRIXAS & Megsat 0,Retired,,Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",1999-04-30,16:30:00,Titan IV(401)B,Milstar DFS-3m,Retired,,Failure
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1999-05-05,01:00:00,Delta III 8930,Orion 3,Retired,,Failure
CASC,"LC-7, Taiyuan Satellite Launch Center, China",1999-05-10,01:33:00,Long March 4B,Fengyun 1C & Shijian-5,Active,64.68,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",1999-05-18,05:09:00,Pegasus XL/HAPS,TERRIERS & MUBLCOM,Active,40,Success
Lockheed,"SLC-4E, Vandenberg AFB, California, USA",1999-05-22,09:36:00,Titan IV(404)B,NROL-9 (Misty),Retired,,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1999-05-27,10:49:00,Space Shuttle Discovery,STS-96,Retired,450,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",1999-05-29,11:52:00,PSLV-G,"IRS-P4, DLR-Tubsat, & Kitsat-3",Retired,25,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1999-06-10,13:48:00,Delta II 7420-10C,Globalstar 3,Retired,,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",1999-06-11,17:15:00,Long March 2C,Iridium 92 & 93,Active,30.8,Success
Lockheed,"SLC-4W, Vandenberg AFB, California, USA",1999-06-20,02:15:00,Titan II(23)G,QuikSCAT,Retired,35,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1999-06-24,15:44:00,Delta II 7320-10C,FUSE,Retired,,Success
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",1999-07-08,08:45:00,Molniya-M /Block ML,Molniya-3 n†­169,Retired,,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1999-07-10,08:45:00,Delta II 7420-10C,Globalstar 4,Retired,,Success
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",1999-07-17,05:37:00,Zenit-2,Okean-O n†­1,Retired,,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1999-07-23,04:31:00,Space Shuttle Columbia,STS-93,Retired,450,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1999-07-25,07:46:00,Delta II 7420-10C,Globalstar 5,Retired,,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",1999-08-07,12:51:00,Delta II 7925,USA-145 (GPS IIR-3),Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-08-12,22:52:00,Ariane 42P,Telkom-1,Retired,,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",1999-08-17,04:37:00,Delta II 7420-10C,Globalstar 6,Retired,,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",1999-08-26,12:02:00,Cosmos-3M (11K65M),Cosmos 2366,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-09-04,22:34:00,Ariane 42P,Koreasat-3,Retired,,Success
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1999-09-23,06:02:00,Atlas IIAS,Echostar 5,Retired,,Success
Lockheed,"SLC-6, Vandenberg AFB, California, USA",1999-09-24,18:21:00,Athena II,Ikonos 1,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-09-25,06:29:00,Ariane 44LP,Telstar 7,Retired,,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",1999-10-10,,Zenit-3 SL,DirecTV 1R,Retired,,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",1999-10-14,03:15:00,Long March 4B,CBERS-1 & SACI 1,Active,64.68,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-10-19,06:22:00,Ariane 44LP,Orion 2,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-11-13,22:54:00,Ariane 44LP,GE-4,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",1999-11-15,07:29:00,H-IIS,Himawari 6,Retired,,Failure
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",1999-11-19,22:30:00,Long March 2F,Shenzhou 1,Retired,,Success
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",1999-11-23,04:06:00,Atlas IIA,UHF F10,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-12-03,16:22:00,Ariane 40,Helios 1B & Cl??mentine,Retired,,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",1999-12-04,18:53:00,Pegasus XL/HAPS,Orbcomm D1-D8,Active,40,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",1999-12-10,14:32:00,Ariane 5 G,XMM-Newton,Retired,,Success
AEB,"VLS Pad, Alc�ntara Launch Center, Maranh�o, Brazil",1999-12-11,19:40:00,VLS-1,SACI-2,Retired,,Failure
Lockheed,"SLC-4W, Vandenberg AFB, California, USA",1999-12-12,17:36:00,Titan II(23)G,USA-147,Retired,35,Success
Lockheed,"SLC-3E, Vandenberg AFB, California, USA",1999-12-18,18:57:00,Atlas IIAS,Terra,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",1999-12-20,00:50:00,Space Shuttle Discovery,STS-103,Retired,450,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1999-12-22,00:50:00,Ariane 44L,Galaxy-11,Retired,,Success
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1999-12-26,08:00:00,Tsyklon-2,Cosmos 2367,Retired,,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",1999-12-27,19:12:00,Molniya-M /Block 2BL,Cosmos 2368,Retired,,Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA",1999-12-31,07:13:00,Minotaur C (Taurus),KOMPSAT & ACRIMSAT,Active,45,Success
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",2000-01-21,01:03:00,Atlas IIA,DSCS IIIB-8,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2000-01-25,01:04:00,Ariane 42L,Galaxy 10R,Retired,,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2000-01-25,16:45:00,Long March 3A,ChinaSat-22,Active,69.7,Success
Northrop,"SLC-8, Vandenberg AFB, California, USA",2000-01-27,03:03:00,Minotaur I,JAWSat,Active,40,Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2000-02-03,23:30:00,Atlas IIAS,Hispasat 1C,Retired,,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2000-02-08,21:24:00,Delta II 7920-10C,Globalstar 7,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",2000-02-10,01:30:00,Mu-V / M-24,Astro E,Retired,,Failure
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2000-02-11,16:43:00,Space Shuttle Endeavour,STS-99,Retired,450,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2000-02-18,01:04:00,Ariane 44LP,Superbird 4,Retired,,Success
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2000-03-02,09:26:00,Zenit-2,Cosmos 2369,Retired,,Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA",2000-03-12,09:29:00,Minotaur C (Taurus),Multispectral Thermal Imager (MTI),Active,45,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2000-03-12,14:49:00,Zenit-3 SL,ICO F-1,Retired,,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2000-03-21,23:28:00,Ariane 5 G,INSAT-3B & AsiaStar,Retired,,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2000-03-25,20:34:00,Delta II 7326,IMAGE,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2000-04-19,00:29:00,Ariane 42L,Galaxy 4R,Retired,,Success
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",2000-05-03,07:07:00,Atlas IIA,GOES-L,Retired,,Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",2000-05-08,16:01:00,Titan IV(402)B,DSP,Retired,,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2000-05-11,01:48:00,Delta II 7925,GPS IIR-4,Retired,,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2000-05-16,08:27:00,Rokot/Briz KM,SimSat 1 & 2 (Iridium),Retired,41.8,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2000-05-19,10:11:00,Space Shuttle Atlantis,STS-101,Retired,450,Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2000-05-24,23:10:00,Atlas IIIA,Eutelsat W4,Retired,,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",2000-06-07,13:19:00,Pegasus XL,TSX-5,Active,40,Success
